glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
N-Linked oligosaccharides	altered level	CAMPATH-1H	CD52	Alemtuzumab				diagnostic|response	lymphoma|leukaemia|rheumatoid arthritis	Alemtuzumab	therapy	Chinese hamster ovary|Y0 myeloma|NS0 myeloma	cell lines	Cells, Cultured	8720080	It is concluded that glycosylation of the antibody may be important in the clinical outcome of therapy.
underglycosylated IgA1	increased level	Immunoglobulin A	IGHA	Immunoglobulin A				diagnostic|monitoring|prognostic	IgA nephropathy	Glomerulonephritis, IGA		Humans	palatal tonsils	Palatine Tonsil	33324395	The characteristic pathology involves immune complexes formed by the deposition of IgA1 and underglycosylated IgA1 aggregates in the mesangial area, which may be accompanied by the deposition of IgG and/or IgM and complement components.
glycosylation	decreased level	NKG2D	NKG2D	Antigens, CD				diagnostic|prognostic	XMEN disease	X-Linked Combined Immunodeficiency Diseases	Transfection of MAGT1 mRNA	Humans	T lymphocytes	Humans	31714901	Together, these data provide new clinical and pathophysiological foundations with important ramifications for the diagnosis and treatment of XMEN disease.
core fucosylation	decreased level	PD-1	Pdcd1	Programmed Cell Death 1 Receptor|Neoplasm Proteins	Fut8		Fucosyltransferases	diagnostic|response	neoplasms, experimental	Neoplasms, Experimental	tumor immunotherapy	Mice	T-Lymphocytes	T-Lymphocytes	28768188	Inhibition of Fut8, a core fucosyltransferase, by genetic ablation or pharmacologic inhibition reduced cell-surface expression of PD-1 and enhanced T cell activation, leading to more efficient tumor eradication.
mannoproteins	increased level	MPLP6	MPLP6	Membrane Glycoproteins				diagnostic	Penicillium marneffei infection	Penicillium|Fungal Infections		Penicillium marneffei	human sera	Humans	20608782	These results suggest that Mplp6 can be used as a marker in a serodiagnostic assay.
EV glycans	increased level	CD61	ITGB3	CD61 protein, human|ITGB3 protein, human|Integrin beta3				diagnostic	Alzheimer's disease	Alzheimer Disease	sandwich assay	Humans	sera	Blood Platelets|Extracellular Vesicles	33345458	Glycans are essential building blocks of EVs, and we hypothesized that EV glycans may reflect pathological conditions of various diseases.
glyco-chains	increased level	carcinoembryonic antigen	CEA	Carcinoembryonic Antigen				diagnostic				E. coli	recombinant proteins	Recombinant Proteins	22884622	Thus, the lectin ELISA using scFv-PS as a ligand was considerably useful for detecting the glyco-chains of glycoproteins, including glyco-biomarkers, with much higher sensitivities and S/N ratios compared with a conventional whole Ab.
N-linked glycosylation	unaltered level	BST-2	BST2	BST2 protein, human				diagnostic|response	HIV-1|Hepatitis B virus	HIV-1|Hepatitis B virus		Humans	Epithelial Cells|Cell Line	Epithelial Cells|Cell Line	26938549	Here, we confirmed that mutation of glycosylation sites exerted an effect of post-translational mis-trafficking, leading to an accumulation of BST-2 at intracellular CD63-positive vesicles.
	increased level	HSS1 protein	HSS1	HSS1 protein				diagnostic|prognostic	glioma	Brain Neoplasms		Humans	high-grade astrocytomas	Brain Neoplasms	20680400	High-expression of hHSS1 in high-grade gliomas was further supported by microarray data, which indicated that mesenchymal subclass gliomas exclusively up-regulated hHSS1.
beta-N-acetylglucosamine	increased level	glycoprotein-Ib	GPIb	Platelet Glycoprotein GPIb-IX Complex				diagnostic|monitoring	Blood Component Removal	Blood Component Removal		Humans|Mice	Blood Platelets	Blood Platelets	19783995	Hepatic macrophage beta(2) integrin binding to beta-N-acetylglucosamine (beta-GlcNAc) residues in the clusters leads to rapid clearance of acutely chilled platelets after transfusion.
galactose	increased level	glycoprotein-Ib	GPIb	Platelet Glycoprotein GPIb-IX Complex				diagnostic|monitoring	Blood Component Removal	Blood Component Removal		Humans|Mice	Blood Platelets	Blood Platelets	19783995	We report here that prolonged refrigeration increased the density and concentration of exposed galactose residues on platelets such that hepatocytes, through Ashwell-Morell receptor binding, become increasingly involved in platelet removal.
CD46	increased level	Membrane Cofactor Protein	CD46	Mcp protein, mouse|Membrane Cofactor Protein|Membrane Glycoproteins				diagnostic|prognostic	Fertility	Fertility		Mice	Sperm	Spermatozoa	12640142	However, to our surprise, the fertilizing ability of males appeared to be facilitated by disruption of the CD46 gene, as the average number of pups born from CD46(-/-) males was significantly greater than that of wild-type males.
glycated serum protein (GSP)	increased level	serum albumin	ALB	Serum Albumin				diagnostic|predictive|risk	Diabetes Mellitus	Diabetes Mellitus		Humans	serum	Blood Proteins	31089471	GSP is influenced by genetic factors and can be used to assess glycemia and diabetes risk.
%GA	increased level	serum albumin	ALB	Serum Albumin				diagnostic|predictive|risk	Diabetes Mellitus	Diabetes Mellitus		Humans	serum	Blood Proteins	31089471	GSP is influenced by genetic factors and can be used to assess glycemia and diabetes risk.
glycosylation at position 415	acquisition of structure	HCV E2 glycoprotein	E2	glycoprotein E2, Hepatitis C virus				diagnostic|prognostic	Hepatitis C, Chronic	Hepatitis C, Chronic	MBL-HCV1 treatment	Humans	serum		24956119	It has been previously reported that N415 is not glycosylated in the wild-type E2 protein, but N417S can lead to glycosylation at position 415.
gp130	increased level	gp130	CD146	CD146 Antigen|MCAM protein, human|Membrane Glycoproteins				diagnostic|monitoring	viral warts			Humans	skin	Dermis|Epidermis	16098047	Marked induction was detected within benign and malignant tumors of various origins including viral warts, basal cell carcinomas, squamous cell carcinomas, metastatic melanomas, and cutaneous T cell lymphomas.
gp130	increased level	gp130	CD146	CD146 Antigen|MCAM protein, human|Membrane Glycoproteins				diagnostic|monitoring	basal cell carcinomas	Carcinoma, Basal Cell		Humans	skin	Dermis|Epidermis	16098047	Marked induction was detected within benign and malignant tumors of various origins including viral warts, basal cell carcinomas, squamous cell carcinomas, metastatic melanomas, and cutaneous T cell lymphomas.
gp130	increased level	gp130	CD146	CD146 Antigen|MCAM protein, human|Membrane Glycoproteins				diagnostic|monitoring	squamous cell carcinomas	Carcinoma, Squamous Cell		Humans	skin	Dermis|Epidermis	16098047	Marked induction was detected within benign and malignant tumors of various origins including viral warts, basal cell carcinomas, squamous cell carcinomas, metastatic melanomas, and cutaneous T cell lymphomas.
gp130	increased level	gp130	CD146	CD146 Antigen|MCAM protein, human|Membrane Glycoproteins				diagnostic|monitoring	metastatic melanomas			Humans	skin	Dermis|Epidermis	16098047	Marked induction was detected within benign and malignant tumors of various origins including viral warts, basal cell carcinomas, squamous cell carcinomas, metastatic melanomas, and cutaneous T cell lymphomas.
gp130	increased level	gp130	CD146	CD146 Antigen|MCAM protein, human|Membrane Glycoproteins				diagnostic|monitoring	cutaneous T cell lymphomas			Humans	skin	Dermis|Epidermis	16098047	Marked induction was detected within benign and malignant tumors of various origins including viral warts, basal cell carcinomas, squamous cell carcinomas, metastatic melanomas, and cutaneous T cell lymphomas.
gp130	increased level	gp130	CD146	CD146 Antigen|MCAM protein, human|Membrane Glycoproteins				diagnostic|monitoring	psoriasis			Humans	skin	Dermis|Epidermis	16098047	Surprisingly, gp130 was also induced in inflammatory skin diseases including psoriasis and allergic contact dermatitis.
gp130	increased level	gp130	CD146	CD146 Antigen|MCAM protein, human|Membrane Glycoproteins				diagnostic|monitoring	allergic contact dermatitis	Dermatitis, Allergic Contact		Humans	skin	Dermis|Epidermis	16098047	Surprisingly, gp130 was also induced in inflammatory skin diseases including psoriasis and allergic contact dermatitis.
	unaltered level	CD39	CD39	CD39 antigen	ATPDase			diagnostic|monitoring	thrombotic and inflammatory responses			Humans	endothelial cells|platelets|monocyte|NK cells|megakaryocyte cell lines	Endothelium, Vascular|Blood Platelets|Leukocytes|Megakaryocytes|Cells, Cultured	10595651	Thrombotic and inflammatory responses may be modulated by the expression of CD39/ATPDase.
CD53	increased level	CD53 protein, mouse	Cd53	CD53 protein, mouse				diagnostic				Mice	pan-leukocyte	Mice	8452817	The Cd53 gene produced a 1.8 kb transcript which was dramatically upregulated after cell activation.
galactose-N-acetylgalactosamine	increased level	Amaranthus leucocarpus lectin		Amaranthus leucocarpus lectin				diagnostic|monitoring	T-Lymphocytes, Regulatory	T-Lymphocytes, Regulatory		Humans	CD4-Positive T-Lymphocytes	CD4-Positive T-Lymphocytes	24174970	Our results show that galactose-N-acetylgalactosamine and N-galactosamine-bearing CD4(+) T cells expressed phenotypic markers of NnTreg cells.
sLe(x)	increased level	E-Selectin		E-Selectin				diagnostic|prognostic	head and neck tumours	Head and Neck Neoplasms		Humans	biopsy specimens	Humans	10473870	These data suggest that altered epithelial and endothelial expression of sLe(x) and sLe(a) glycans acting on selectin ligands is linked to the development of head and neck tumours.
sLe(a)	increased level	P-Selectin		P-Selectin				diagnostic|prognostic	head and neck tumours	Head and Neck Neoplasms		Humans	biopsy specimens	Humans	10473870	These data suggest that altered epithelial and endothelial expression of sLe(x) and sLe(a) glycans acting on selectin ligands is linked to the development of head and neck tumours.
β-(1 → 3)-glucan	decreased level							diagnostic|monitoring|response|risk	hyperlipidemia|hepatotoxicity|cardiovascular diseases|coronary diseases	Hypolipidemic Agents|Atherosclerosis|Cytoprotection|Heart|Lipid Peroxidation		Mice	Fruit	Fruit	30742925	In vivo NRFP reduced the hyperlipidemia, hepatotoxicity, cardiovascular and coronary diseases induced by Triton X-100.
alpha 1-antitrypsin	altered level	alpha 1-antitrypsin		alpha 1-Antitrypsin	Mannosyl-Glycoprotein Endo-beta-N-Acetylglucosaminidase		Mannosyl-Glycoprotein Endo-beta-N-Acetylglucosaminidase	diagnostic	autoimmune diseases	Autoimmune Diseases		Humans	patients with autoimmune conditions	Humans	7687239	alpha 1-Antitrypsin was micropurified from patients with selected autoimmune conditions and from normal donors.
fucosylation	increased level	GMDS	GMDS	GMDS protein, human				diagnostic|prognostic	lung adenocarcinoma	Adenocarcinoma of Lung	Lentivirus-mediated shRNA strategy	Humans	A549 Cells	A549 Cells	29843634	These findings suggest that GMDS upregulation is critical for cell proliferation and survival in human lung adenocarcinoma and might serve as a potential biomarker for lung adenocarcinoma diagnosis and treatment.
quercetin 3-O-glucoside	increased level	PPAR gamma	PPARG	PPAR gamma				diagnostic|response|risk	Obesity	Obesity	therapeutic agent to prevent or treat obesity	Mice	3T3-L1 Cells	3T3-L1 Cells	28869898	The results of this study suggest that the Q3G, but not Quer, can be a potent functional ingredient of beneficial health foods or a therapeutic agent to prevent or treat obesity.
glycosylation	increased level	MUC1	MUC1	MUC1 protein, human|Mucin-1				diagnostic|predictive|response	breast cancer	Breast Neoplasms	immunotherapy	Humans	MCF-7 Cells	MCF-7 Cells	27367740	We have identified novel MUC1 class I peptides that bind to HLA-A*0201 molecules with significantly higher affinity and function than the native MUC1 peptides.
MUC1	decreased level	MUC1	MUC1	MUC1 protein, human				diagnostic|monitoring	Helicobacter pylori infection	Helicobacter Infections		Humans	Epithelial Cells	Epithelial Cells	24826891	Similarly, we noted that H. pylori infection could reduce the expression and glycosylation of MUC1.
Tn antigen	increased level	MUC6	MUC6	MUC6 protein, human|Mucin-6	polypeptide N-acetylgalactosaminyltransferases		N-Acetylgalactosaminyltransferases	diagnostic|predictive|response	Breast Neoplasms	Breast Neoplasms	immunotherapy	Escherichia coli	Cell Line, Tumor	Cell Line, Tumor	16449349	In particular, MUC6, which is normally expressed only in gastric tissues, has been detected in intestinal, pulmonary, colorectal, and breast carcinomas.
fructosamine	increased level	Glycated Serum Albumin		Glycated Serum Albumin				diagnostic|monitoring	Diabetes	Diabetes		Humans	Blood	Blood Glucose	23019309	Fructosamine and glycated albumin may be useful adjuncts to Hb A(1c) and fasting glucose.
glycated albumin	increased level	Glycated Serum Albumin		Glycated Serum Albumin				diagnostic|monitoring	Diabetes	Diabetes		Humans	Blood	Blood Glucose	23019309	Fructosamine and glycated albumin may be useful adjuncts to Hb A(1c) and fasting glucose.
1,5-anhydroglucitol	decreased level							diagnostic|monitoring	Diabetes	Diabetes		Humans	Blood	Blood Glucose	23019309	1,5-AG performed worse (AUC 0.74; 95% CI, 0.69-0.78) for identifying cases of undiagnosed diabetes.
N-glycosylation	increased level	UL18	UL18	HLA-A2 Antigen|LILRB1 protein, human|Leukocyte Immunoglobulin-like Receptor B1|VP23 protein, Human herpesvirus 1				diagnostic	Cytomegalovirus	Cytomegalovirus		Humans	human cytomegalovirus	Cytomegalovirus	18632577	The crystal structure suggests that most of the UL18 surface, except where LIR-1 and the host-derived light chain bind, is covered by carbohydrates attached to 13 potential N-glycosylation sites.
glycosylated forms	unaltered level	Nonspecific cross-reacting antigen		Carcinoembryonic Antigen|Glycoproteins|Membrane Glycoproteins				diagnostic	Antigens, Neoplasm	Antigens, Neoplasm		Rodent	Transfected cells		2085465	We show here that nonspecific cross-reacting antigen (NCA), a closely related CEA family member, is found on the surface of rodent cells transfected with functional NCA complementary DNA in different glycosylated forms, all of which can be deglycosylated to an Mr 35,000 core protein.
sialic acid	increased level	serum glycoproteins		Glycoproteins				monitoring	rheumatoid arthritis	Arthritis, Rheumatoid		Humans	serum	Humans	24346772	The changes in the serum levels of TSA and FSA in the course of rheumatic diseases could reflect the abnormalities in glycosylation/sialylation patterns of glycoproteins induced by acute-phase response.
sialic acid	increased level	serum glycoproteins		Glycoproteins				monitoring	systemic lupus erythematosus	Lupus Erythematosus, Systemic		Humans	serum	Humans	24346772	The changes in the serum levels of TSA and FSA in the course of rheumatic diseases could reflect the abnormalities in glycosylation/sialylation patterns of glycoproteins induced by acute-phase response.
sialic acid	decreased level	serum glycoproteins		Glycoproteins				monitoring	systemic sclerosis	Scleroderma, Systemic		Humans	serum	Humans	24346772	The changes in the serum levels of TSA and FSA in the course of rheumatic diseases could reflect the abnormalities in glycosylation/sialylation patterns of glycoproteins induced by acute-phase response.
sialic acid	increased level	S2V	SIGLEC7	SIGLEC7 protein, human				diagnostic				Humans	macrophage	Macrophages	11328818	These findings suggest that S2V is involved in the negative regulation of the signaling in macrophage by functioning as an inhibitory receptor.
N-glycan	decreased level	CD19	CD19	CD19 antigen, mouse	N-acetylglucosaminyl transferase I	Mgat1	N-Acetylglucosaminyltransferases	diagnostic|monitoring|predictive|prognostic|response|risk	B cell development		pre-BCR/BCR stimulation	mice	bone marrow|spleen	Mice|Mice, Transgenic	32591389	In this study, we report that N-glycan branching is absolutely required for development of mature B cells in mice.
branch alpha(1,3)-fucosylated triantennary glycan	increased level	serum proteins		alpha-Fetoproteins				diagnostic	hepatocellular carcinoma	Carcinoma, Hepatocellular		Humans	blood serum	Humans	17683101	We found that a branch alpha(1,3)-fucosylated triantennary glycan was more abundant in patients with HCC than in patients with cirrhosis.
bisecting core alpha(1,6)-fucosylated biantennary glycan	increased level	serum proteins		alpha-Fetoproteins				diagnostic	liver cirrhosis	Liver Cirrhosis		Humans	blood serum	Humans	17683101	a bisecting core alpha(1,6)-fucosylated biantennary glycan was elevated in patients with cirrhosis.
Gal/GalNAc	unaltered level	S. sclerotiorum agglutinin (SSA)		Agglutinins|Fungal Proteins				diagnostic	Antigens, Tumor-Associated, Carbohydrate	Antigens, Tumor-Associated, Carbohydrate		Sclerotinia sclerotiorum	lectin	Agglutinins	20566411	A lectin from the phytopathogenic ascomycete Sclerotinia sclerotiorum that shares only weak sequence similarity with characterized fungal lectins has recently been identified.
Tn antigen	unaltered level	bovine serum albumin		Serum Albumin, Bovine				diagnostic	cancer			Humans	human serum	Humans	36657889	In particular, glyconanoconjugate, i.e. glycan Tn antigen conjugated to bovine serum albumin (BSA) was covalently immobilised on MBs for the bioaffinity detection of anti-Tn antibodies as cancer biomarkers.
Sialyl-Tn antigen	increased level	focal adhesion kinase		Antigens, Tumor-Associated, Carbohydrate|Biomarkers, Tumor|sialosyl-Tn antigen				prognostic|diagnostic	various cancers	Antigens, Tumor-Associated, Carbohydrate|Biomarkers, Tumor		human	cell line	Cell Line, Tumor	35106570	Sialyl-Tn (sTn) antigen is a tumour-associating carbohydrate epitope whose expression correlates with metastasis and poor prognosis of various cancers.
L2/HNK-1 carbohydrate epitope	unaltered level	neural cell adhesion molecules		Antigens, CD|Antigens, Differentiation, T-Lymphocyte|CD57 Antigens				diagnostic|monitoring	neural cell migration			Mice	Astrocytes|Neurons	Cells, Cultured|Astrocytes|Neurons	7533016	The L2/HNK-1 carbohydrate epitope has been shown to carry an unusual 3'-sulfoglucuronic acid linked O-glycosidically through a neolactosyl-type backbone to a ceramide residue.
N-linked glycan	unaltered level	asialoglycoprotein receptor		Asialoglycoprotein Receptor|Asialoglycoproteins								Mice	COS-7 cells	3T3 Cells|Cells, Cultured	7541348	H1 is thus unable to simultaneously recognize all three galactose residues in a glycan.
oligomannose	increased level	salivary glycoproteins		Glycoproteins				diagnostic	Lung cancer	Lung Neoplasms		Humans	saliva	Saliva	38847917	The results showed that the abundance level of glycopatterns recognized by HHL in salivary proteins was elevated in LC compared to BPD.
Manα1-3Man	increased level	salivary glycoproteins		Glycoproteins				diagnostic	Lung cancer	Lung Neoplasms		Humans	saliva	Saliva	38847917	The results showed that the abundance level of glycopatterns recognized by HHL in salivary proteins was elevated in LC compared to BPD.
Manα1-6Man	increased level	salivary glycoproteins		Glycoproteins				diagnostic	Lung cancer	Lung Neoplasms		Humans	saliva	Saliva	38847917	The results showed that the abundance level of glycopatterns recognized by HHL in salivary proteins was elevated in LC compared to BPD.
Tn antigen	increased level	prohibitin 2	PHB2	Antigens, Tumor-Associated, Carbohydrate	N-acetylgalactosaminyltransferase GALNT6	GALNT6	N-Acetylgalactosaminyltransferases	diagnostic|prognostic|response	clear cell renal cell carcinoma	Carcinoma, Renal Cell	therapeutic target	Humans	ccRCC tissues	Kidney Neoplasms	39105355	High expression of truncated O-glycans Tn antigen predicts adverse clinical outcome in patients with clear cell renal cell carcinoma (ccRCC).
CD24-associated carbohydrate epitopes	increased level	CD24	CD24	CD24 Antigen|CD24 protein, human	Neuraminidase		Neuraminidase	diagnostic|monitoring|prognostic	Leukemia	Leukemia		Humans	T-Lymphocytes|Cell Line	T-Lymphocytes|Cell Line	8874203	These findings have immediate implications for both leukemia phenotyping and attempts to examine CD24 function with CD24 MoAb.
Galactose-deficient IgA1	increased level	ST6Gal1	ST6GAL1	ST6GAL1 protein, human				diagnostic|prognostic	Immunoglobulin A nephropathy	Glomerulonephritis, IGA	rST6Gal1 administration	Humans	B lymphocyte	Leukocytes, Mononuclear	32677771	In conclusions, we identified increased plasma ST6Gal1 levels and the association of ST6Gal1 with disease severity of IgAN.
galactosylated streptavidin	increased level	streptavidin		Streptavidin				diagnostic|monitoring|response	colon carcinoma	Colonic Neoplasms		mouse	xenograft model	Mice, Nude|Mice, SCID	12136523	The gal-SA clearance method produced substantially higher tumor/non-tumor localization ratios for all tissues except the liver, and even for the liver the disadvantage of the gal-SA clearance method was small.
galactosylated streptavidin	increased level	anti-CD22		CD22 protein, human|Cd22 protein, mouse				diagnostic|monitoring|response	B-cell lymphoma	Lymphoma, B-Cell		mouse	xenograft model	Mice, Nude|Mice, SCID	12136523	We also tested the gal-SA clearance method with a xenograft model of human B-cell lymphoma, using anti-CD22.
MUC1	undetermined	MUC1	MUC1	Mucin-1				diagnostic|response	adenocarcinomas of the breast and pancreas		immune therapy	Humans	human lymphoblastoid cell lines		8910002	In adenocarcinomas of the breast and pancreas, underglycosylation of the glycoprotein MUC1, also expressed by normal breast and pancreatic ductal epithelial cells, results in new protein epitopes to which the immune system mounts a cytotoxic T cell response.
sialyl Lewis A	decreased level	galectin-1	LGALS1	Galectin 1				diagnostic|monitoring|prognostic	tumor metastasis			Humans	osteoblasts	Osteoblasts	22593503	The aim of our study was to analyze the expression of sialyl Lewis A (sLeA), sialyl Lewis X (sLeX), Lewis Y (LeY), TF, galectin-1 (Gal-1) and galectin-3 (Gal-3) in human osteoblasts in vitro.
sialyl Lewis X	increased level	galectin-3	LGALS3	Galectin 3				diagnostic|monitoring|prognostic	tumor metastasis			Humans	osteoblasts	Osteoblasts	22593503	The aim of our study was to analyze the expression of sialyl Lewis A (sLeA), sialyl Lewis X (sLeX), Lewis Y (LeY), TF, galectin-1 (Gal-1) and galectin-3 (Gal-3) in human osteoblasts in vitro.
Lewis Y	decreased level							diagnostic|monitoring|prognostic	tumor metastasis			Humans	osteoblasts	Osteoblasts	22593503	The aim of our study was to analyze the expression of sialyl Lewis A (sLeA), sialyl Lewis X (sLeX), Lewis Y (LeY), TF, galectin-1 (Gal-1) and galectin-3 (Gal-3) in human osteoblasts in vitro.
Thomsen-Friedenreich antigen	decreased level							diagnostic|monitoring|prognostic	tumor metastasis			Humans	osteoblasts	Osteoblasts	22593503	The aim of our study was to analyze the expression of sialyl Lewis A (sLeA), sialyl Lewis X (sLeX), Lewis Y (LeY), TF, galectin-1 (Gal-1) and galectin-3 (Gal-3) in human osteoblasts in vitro.
2-keto-Gal	increased level	human anti HER2 receptor scFv	ERBB2	ERBB2 protein, human	human polypeptide-alpha-Nu-acetylgalactosaminyltransferase II			diagnostic	breast cancer			Humans	human breast cancer cell line (SK-BR-3)	Cell Line, Tumor	19507852	The fluorescence labeled scFv proteins bind specifically to a human breast cancer cell line (SK-BR-3) that overexpresses the HER2 receptor.
SLAM	decreased level	SLAMF1 protein, human	SLAMF1	SLAMF1 protein, human				diagnostic|monitoring	measles virus infection	Measles virus		humans	Cell Line	Cell Line	15331699	These results indicate that two mechanisms involving either intracellular interactions between H and SLAM in the ER or receptor-mediated binding to H at the surfaces of host cells can lead to the down regulation of SLAM during measles virus infection.
sialylation	increased level	complement C3	C3	Complement C3				diagnostic|monitoring	colorectal cancer	Colorectal Neoplasms		Humans	plasma		18311904	Patients diagnosed with colorectal cancer or adenomas were shown to have dramatically higher levels of sialylation and fucosylation as compared to normal controls.
fucosylation	increased level	complement C3	C3	Complement C3				diagnostic|monitoring	colorectal cancer	Colorectal Neoplasms		Humans	plasma		18311904	Patients diagnosed with colorectal cancer or adenomas were shown to have dramatically higher levels of sialylation and fucosylation as compared to normal controls.
sialylation	increased level	histidine-rich glycoprotein	HRG	Histidine-Rich Glycoprotein				diagnostic|monitoring	colorectal cancer	Colorectal Neoplasms		Humans	plasma		18311904	The potential markers identified in this study for diagnosis to distinguish colorectal cancer from adenoma and normal include elevated sialylation and fucosylation in complement C3, histidine-rich glycoprotein, and kininogen-1.
fucosylation	increased level	histidine-rich glycoprotein	HRG	Histidine-Rich Glycoprotein				diagnostic|monitoring	colorectal cancer	Colorectal Neoplasms		Humans	plasma		18311904	The potential markers identified in this study for diagnosis to distinguish colorectal cancer from adenoma and normal include elevated sialylation and fucosylation in complement C3, histidine-rich glycoprotein, and kininogen-1.
sialylation	increased level	kininogen-1	KNG1	Kininogens				diagnostic|monitoring	colorectal cancer	Colorectal Neoplasms		Humans	plasma		18311904	The potential markers identified in this study for diagnosis to distinguish colorectal cancer from adenoma and normal include elevated sialylation and fucosylation in complement C3, histidine-rich glycoprotein, and kininogen-1.
fucosylation	increased level	kininogen-1	KNG1	Kininogens				diagnostic|monitoring	colorectal cancer	Colorectal Neoplasms		Humans	plasma		18311904	The potential markers identified in this study for diagnosis to distinguish colorectal cancer from adenoma and normal include elevated sialylation and fucosylation in complement C3, histidine-rich glycoprotein, and kininogen-1.
core 2 O-glycans	increased level	CD43	SPN	Leukosialin				diagnostic	human colon carcinoma			Humans	Caco-2 Cells	Caco-2 Cells	11489420	The production and secretion of this CD43 glycoform by enterocyte-like Caco-2 cells was enhanced, and most 1D4 epitope converted to a soluble form when bacterial lipopolysaccharide was present.
Tf glycoforms	altered level	Transferrin		Transferrin				diagnostic	Alcoholism|Genetic Diseases, Inborn	Alcoholism|Genetic Diseases, Inborn		Humans	human serum and cerebrospinal fluid	Humans	19180533	The methodology can be used for structural characterization of Tf glycoforms relevant for clinical diagnosis without enzymatic digestion.
N-glycosylation	altered level	ALCAM	ALCAM	ALCAM protein	MAN1A1	MAN1A1	Mannosidases	prognostic	breast cancer	Breast Neoplasms		human	tumour	Cell Line, Tumor	29381688	We recently showed that low mRNA levels of Golgi alpha-mannosidase MAN1A1 correlate with poor prognosis in breast cancer patients.
	decreased level	CD40	CD40	CD40 Antigens				diagnostic	hyper-IgM syndrome	Hyper-IgM Immunodeficiency Syndrome		Humans	B-Lymphocytes	B-Lymphocytes	20702779	Genetic defects affecting CD40 cause a rare form of hyper-immunoglobulin M (IgM) syndrome, a disorder characterized by low or absent serum IgG and IgA, associated with recurrent infections.
KL-6/MUC1	decreased level	MUC1 protein, human	MUC1	MUC1 protein, human	tunicamycin|benzyl-alpha-N-acetylgalactosamine		Tunicamycin|benzyl-alpha-N-acetylgalactosamine	diagnostic|prognostic|response	Carcinoma, Pancreatic Ductal	Carcinoma, Pancreatic Ductal	glycosylation inhibitors	Humans	pancreatic duct cell carcinoma	Carcinoma, Pancreatic Ductal	25232251	KL-6/MUC1 glycosylation is involved in pancreatic cancer metastasis and invasion.
glycosylated CD133 protein	unaltered level	CD133	PROM1	PROM1 protein, human|Prom1 protein, rat				diagnostic|predictive|prognostic	prostate cancer	Prostatic Neoplasms	AR signaling pathways are a therapeutic target for prostate CICs	Humans|Rats	normal human prostate tissue|prostate epithelial cell cultures	Adult Stem Cells|Prostate|Prostatic Neoplasms	19047148	Using a series of CD133 monoclonal antibodies, attachment and growth of CD133+ PrECs requires surface expression of full-length glycosylated CD133 protein.
Fc epsilon RII	unaltered level	Fc epsilon RII		Receptors, Fc|Receptors, IgE								Xenopus laevis|CHO cells|yeast	B cell line	B-Lymphocytes	2523938	The recombinant soluble Fc epsilon RII was also produced in the yeast expression system.
	unaltered level	CD109 protein, human		Antigens, CD|Antigens, Human Platelet|CD109 protein, human								Humans	HEK293 Cells	Humans|HEK293 Cells	23406260	Expression of recombinant ITGA2 and CD109 for the detection of human platelet antigen (HPA)-5 and -15 alloantibodies.
	altered level	κ-casein		Caseins				diagnostic|prognostic	disease resistance			Mammals	Milk	Milk	21801421	This raises the question of whether bovine milk is optimal in terms of particular protein functions, for human nutrition and possibly disease resistance.
	altered level	lactadherin		Milk Proteins				diagnostic|prognostic	disease resistance			Mammals	Milk	Milk	21801421	This raises the question of whether bovine milk is optimal in terms of particular protein functions, for human nutrition and possibly disease resistance.
	altered level	muc1		Mucin-1				diagnostic|prognostic	disease resistance			Mammals	Milk	Milk	21801421	This raises the question of whether bovine milk is optimal in terms of particular protein functions, for human nutrition and possibly disease resistance.
MUC1-Tn	increased level	MUC1	MUC1	MUC1 protein, human|Mucin-1				diagnostic|monitoring	Breast Neoplasms	Breast Neoplasms	vaccination with a truncated MUC1 peptide	Humans	serum		21194532	Using this system, we could confirm the presence of MUC1-Tn antibodies in the serum of a patient vaccinated with a truncated MUC1 peptide.
Thomsen-Friedenreich antigen (T antigen) disaccharide, beta-D-galactose-(1-->3)-alpha-N-acetyl-D-galactosamine (beta-D-Gal-(1-->3)-alpha-D-GalNAc)	increased level	asialofetuin		Asialoglycoproteins	endo-alpha-N-acetylgalactosaminidase		alpha-N-Acetylgalactosaminidase	diagnostic|prognostic	cancer metastasis		blocking T antigen-mediated cancer metastasis	Bacillus sp.	glycolipid mimicry		11269400	Since the transglycosylation product, beta-D-Gal-(1-->3)-alpha-D-GalNAc-(1-->O)-hexyl, efficiently inhibits the binding of anti-T antigen monoclonal antibody to asialofetuin, it has potential as an agent for blocking T antigen-mediated cancer metastasis.
serum glycans	increased level	lectins		Lectins				diagnostic	gastric cancer	Stomach Neoplasms		Humans	serum	Humans	32156505	We observed that all the serum glycans tested in the patients were significantly higher than those in the controls (P < 0.05).
Gal beta 1----4GlNAc	increased level	Tetracarpidium conophorum lectin		Lectins				diagnostic				Tetracarpidium conophorum	seeds	Seeds	1711034	The Tetracarpidium lectin shows preference for simple, unbranched oligosaccharides containing a terminal Gal beta 1----4GlNAc sequence over a Gal beta 1----3GlcNAc sequence and substitution by sialic acid or fucose of the terminal galactose residue, the subterminal N-acetylglucosamine or more distally located sugar residues of oligosaccharides reduce binding activity.
