glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
Glycosylation	undetermined								Carcinoma, Hepatocellular	Carcinoma, Hepatocellular					16502571	
Glycosylation	undetermined								Liver Neoplasms	Liver Neoplasms					16502571	
Glycosylation	undetermined	PROM1 protein, human		PROM1 protein, human				diagnostic	Pancreatic Neoplasms	Pancreatic Neoplasms		Humans	Ascites	Ascites	30953194	Assessment of CD133-positive extracellular membrane vesicles in pancreatic cancer ascites and beyond.
glycosylated isoforms of alpha-1-antitrypsin	altered level	alpha-1-antitrypsin		SERPINA1 protein, human|alpha 1-Antitrypsin				diagnostic|predictive	chronic neuropathic pain	Neuralgia		Humans	Cerebrospinal fluid	Cerebrospinal fluid	30115020	Altered levels of fragments and/or glycosylated isoforms of alpha-1-antitrypsin might mirror pathophysiological processes in the spinal cord of neuropathic pain patients.
N-glycosylation	altered level	immunoglobulin gamma chains						diagnostic	pancreatic cancer	Pancreatic Neoplasms		Humans	serum		29232830	Whilst glycopeptide profiles largely paralleled those of their parent proteins, there was evidence of altered N-glycosylation site occupancy or sialic acid content prior to diagnosis for some proteins, most notably of immunoglobulin gamma chains.
N-glycosylation	altered level	α-1-Antitrypsin		SERPINA1 protein, human|alpha 1-Antitrypsin				diagnostic	pancreatic cancer	Pancreatic Neoplasms		Humans	serum		29232830	α-1-Antitrypsin was tested as a biomarker, but found not to complement carbohydrate antigen 19-9 (CA19-9) in early detection of cancer.
glycosylated structure	increased level	NaCl cotransporter		SLC12A3 protein, human|Solute Carrier Family 12, Member 3				response	essential hypertension	Hypertension	hydrochlorothiazide treatment	human	urinary extracellular vesicles	Extracellular Vesicles	28274929	Our results show that NCC detected in human uEVs has a glycosylated and oligomeric structure, comparable to NCC present in human kidney membrane fractions.
core-fucosylated Hsp90	acquisition of structure	Hsp90			FUT8			prognostic	hepatocellular carcinoma	Carcinoma, Hepatocellular|Liver Neoplasms		Humans	HCC cells	Cell Line, Tumor	35504805	Upregulation of FUT8 showed closely correlation with HCC progression. Core-fucosylation of Hsp90 stabilized MUC1 binding to the downstream p-STAT3, which involved in the activation of JAK1/STAT3 cascade.
tetrasaccharide-core O-linked carbohydrate moieties	acquisition of structure	hCG		Chorionic Gonadotropin|Chorionic Gonadotropin, beta Subunit, Human|glycosylated HCG				diagnostic	choriocarcinoma	Choriocarcinoma		Human	urine		10451222	This hCG isoform was not only 100% nicked, but also contained 100% tetrasaccharide-core O-linked carbohydrate moieties in its beta COOH-terminal region.
tetrasaccharide-core O-linked carbohydrate moieties	acquisition of structure	hCG		Chorionic Gonadotropin|Chorionic Gonadotropin, beta Subunit, Human|glycosylated HCG				diagnostic	disorders of pregnancy	Pregnancy		Human	urine		10451222	This hCG isoform appears to be more prevalent in the urine of patients with certain malignancies and possibly in some disorders of pregnancy.
Tn antigen	acquisition of structure	MUC2		MUC2 protein, human|Mucin-2					colorectal cancer	Colorectal Neoplasms		human	colorectal cancer cell line, LS180	Tumor Cells, Cultured	9535776	A synthetic peptide corresponding to the human MUC2 tandem repeat domain containing 14 Thr residues was glycosylated in vitro using UDP-GalNAc and microsomal membranes of the colorectal cancer cell line, LS180.
Tn	acquisition of structure	MUC1		MUC1 protein, human|Mucin-1	T synthase			prognostic	breast cancer	Breast Neoplasms		human	breast carcinoma	Breast Neoplasms	25951175	We show that the majority of breast cancers carry Tn within the same cell and in close proximity to extended glycan T (Galβ1,3GalNAc) the addition of Gal to the GalNAc being catalysed by the T synthase.
STn	acquisition of structure	MUC1		MUC1 protein, human|Mucin-1				prognostic	breast cancer	Breast Neoplasms		human	breast carcinoma	Breast Neoplasms	25951175	Tumour associated STn is associated with poor prognosis and resistance to chemotherapy in breast carcinomas, inhibition of DC maturation, DC apoptosis and inhibition of NK activity.
core 2 O-glycans	acquisition of structure							diagnostic	colorectal cancer	Colorectal Neoplasms		Humans	colon mucosa	Epithelium	35832079	From those, six core 2 O-glycans were exclusively found in more than 33% of the cancers, carrying the terminal (sialyl-)LewisX/A antigen.
core 3 O-glycans	acquisition of structure							diagnostic	healthy colon mucosa			Humans	colon mucosa	Epithelium	35832079	In contrast, normal colon mucosa predominantly expressed core 3 O-glycans, carrying α2-6-linked sialylation, (sulfo-)LewisX/A and Sda antigens.
high mannose	unaltered level	SIGNR3		SIGNR3 protein, mouse					bacterial and fungal pathogens			mouse			16682406	Results from screening of a glycan array demonstrate that only mouse SIGNR3 shares with human DC-SIGN the ability to bind both high mannose and fucose-terminated glycans in this format and to mediate endocytosis.
fucose-terminated glycans	unaltered level	SIGNR3		SIGNR3 protein, mouse					bacterial and fungal pathogens			mouse			16682406	Results from screening of a glycan array demonstrate that only mouse SIGNR3 shares with human DC-SIGN the ability to bind both high mannose and fucose-terminated glycans in this format and to mediate endocytosis.
6-sulfo-sialyl Lewis(x) oligosaccharide	unaltered level	SIGNR7							bacterial and fungal pathogens			mouse			16682406	The data also reveal that two of the mouse SIGNs have unusual binding specificities that have not been previously described for members of the C-type lectin family; the newly identified SIGNR7 binds preferentially to the 6-sulfo-sialyl Lewis(x) oligosaccharide, whereas SIGNR2 binds almost exclusively to glycans that bear terminal GlcNAc residues.
glycans that bear terminal GlcNAc residues	unaltered level	SIGNR2							bacterial and fungal pathogens			mouse			16682406	The data also reveal that two of the mouse SIGNs have unusual binding specificities that have not been previously described for members of the C-type lectin family; the newly identified SIGNR7 binds preferentially to the 6-sulfo-sialyl Lewis(x) oligosaccharide, whereas SIGNR2 binds almost exclusively to glycans that bear terminal GlcNAc residues.
N-glycans	increased level				sialyltransferases		Sialyltransferases		proliferative diabetic retinopathy	Diabetic Retinopathy		Humans	vitreous fluid	Vitreous Body	26258617	Amount of N-glycans in the vitreous fluid of the PDR group was significantly higher than that of the non-DM group (495.5 ± 37.4 vs. 142.7 ± 30.8 pmol/100 μg protein, P < 0.005), whereas there was no significant difference in the plasma samples between the PDR and the non-DM group.
sialylated N-glycans	increased level				sialyltransferases		Sialyltransferases		proliferative diabetic retinopathy	Diabetic Retinopathy		Humans	vitreous fluid	Vitreous Body	26258617	In addition, profile analysis showed that N-glycans with sialic acids increased in the vitreous of the PDR group (328.4 ± 25.8 pmol/100 μg protein) compared to the non-DM group (92.1 ± 21.2 pmol/100 μg protein, P < 0.0005).
N-glycosylation site	loss of structure	HIV-1 gp120		HIV Envelope Protein gp120					HIV infection	HIV-1	Pradimicin A	Humans	CEM cell cultures	Cell Line	17050611	Upon prolonged exposure of HIV-1-infected CEM cell cultures, PRM-A drug pressure selects for mutant HIV-1 strains containing N-glycosylation site deletions in gp120 but not gp41.
biantennary glycans	acquisition of structure	C-CAM		Cell Adhesion Molecules					tumor			Rat	liver	Liver	10460831	Sialylation of the sugars was found to be unusual; bi- and triantennary glycans contained three and four sialic acid residues, respectively, and this linkage seemed to be restricted to the type I chain in the antennae.
triantennary glycans	acquisition of structure	C-CAM		Cell Adhesion Molecules					tumor			Rat	liver	Liver	10460831	Sialylation of the sugars was found to be unusual; bi- and triantennary glycans contained three and four sialic acid residues, respectively, and this linkage seemed to be restricted to the type I chain in the antennae.
N-glycan	altered level	serum proteins						diagnostic	Major Depressive Disorder	Depressive Disorder, Major		Humans	serum		29529546	Compared to controls, MDD patients showed significant differences in the serum levels of several N-glycan structures.
	undetermined							diagnostic|monitoring							20143869	This approach not only reduces the amount of manual refinement required to export data into a suitable format for data analysis but also opens the field to new approaches for high-throughput data interpretation and storage, including biomarker discovery and validation and monitoring of online bioprocessing conditions for next generation biotherapeutics.
serum N-glycans	altered level							predictive|diagnostic	hepatocellular carcinoma	Carcinoma, Hepatocellular|Liver Neoplasms		Humans	serum		32522092	While changes in serum N-glycans have been observed as patients progress from liver fibrosis/cirrhosis to hepatocellular carcinoma (HCC), the predictive performance of N-glycans is yet to be determined for HCC early diagnosis as well as differential diagnosis from liver fibrosis/cirrhosis.
serum N-glycans	altered level							predictive|diagnostic	liver fibrosis/cirrhosis	Liver Cirrhosis		Humans	serum		32522092	While changes in serum N-glycans have been observed as patients progress from liver fibrosis/cirrhosis to hepatocellular carcinoma (HCC), the predictive performance of N-glycans is yet to be determined for HCC early diagnosis as well as differential diagnosis from liver fibrosis/cirrhosis.
fucosylated glycans	increased level	prostate-specific antigen|prostatic acid phosphatase|glycodelin|chorionic gonadotropin|Fibronectin|α1-acid glycoprotein|α1-antitrypsin|immunoglobulin G|antithrombin III		|Glycoproteins|Glycoproteins|Glycoproteins|Glycoproteins|Glycoproteins|Glycoproteins|Glycoproteins|Glycoproteins|Glycoproteins					subfertility	Infertility, Male		Humans	seminal plasma	Semen	25248658	It was found that the content, and especially the density of fucosylated glycans, were higher in glycoproteins present in seminal plasma of subfertile men.
O-glycans	unaltered level	neutrophil gelatinase B|secretory IgA		Matrix Metalloproteinase 9|Immunoglobulin A, Secretory								Humans	neutrophil|secretory IgA		11969191	This approach was then applied to human neutrophil gelatinase B and secretory IgA, where 18 and 25 O-glycans were identified, respectively, and the parameters of these glycans were added to the database.
N-glycan	altered level							diagnostic|predictive	renal cell carcinoma	Carcinoma, Renal Cell|Kidney Neoplasms		human	serum		24140550	In this study we identified alterations in serum N-glycans associated with renal cell carcinoma.
N-glycan	increased level							diagnostic	renal cell carcinoma	Carcinoma, Renal Cell|Kidney Neoplasms		human	serum		24140550	Peaks 40 and 43 were significantly more intense in patients than in volunteers.
N-glycan	increased level							prognostic	renal cell carcinoma	Carcinoma, Renal Cell|Kidney Neoplasms		human	serum		24140550	Peak 19 intensity was significantly higher and peak 49 intensity was significantly lower in patients with renal cell carcinoma who survived for a longer period.
N-glycan	decreased level							prognostic	renal cell carcinoma	Carcinoma, Renal Cell|Kidney Neoplasms		human	serum		24140550	Peak 19 intensity was significantly higher and peak 49 intensity was significantly lower in patients with renal cell carcinoma who survived for a longer period.
sialyl-Tn	unaltered level							diagnostic	cancer			Humans			30018351	Here, we developed a generalizable approach employing high-throughput techniques for characterizing the structure and specificity of such mAbs, and applied it to the mAb TKH2 developed against the tumor-associated carbohydrate antigen sialyl-Tn (STn).
Thomsen-Friedenreich disaccharide	increased level								cancer	Neoplasms			epithelial tumour cells		16033536	Epithelial tumour cells typically show overexpression of the uncovered Gal(beta)1-3GalNAc(alpha)-O-Ser/Thr (Core 1) structure, known as the T antigen or the Thomsen-Friedenreich antigen, the oligosaccharide chain of which is called the Thomsen-Friedenreich disaccharide (TFD).
sialylated core 1 glycans	acquisition of structure				ST3Gal-I		Sialyltransferases|beta-Galactoside alpha-2,3-Sialyltransferase	risk	breast cancer			Mice	mammary gland	Mammary Glands, Animal	20534593	The sialyltransferase ST3Gal-I adds sialic acid to the galactose residue of core 1 (Galbeta1,3GalNAc) O-glycans and this enzyme is over-expressed in breast cancer resulting in the expression of sialylated core 1 glycans.
Lactosylceramide	increased level							diagnostic	Lupus nephritis	Lupus Nephritis		Human	urine		38003679	All major LacCers species were significantly elevated and differences between LN and HC were more pronounced in males.
N-glycans	altered level							diagnostic	Lupus nephritis	Lupus Nephritis		Human	urine		38003679	72 individual N-glycans were altered in LN compared to HC and three N-glycans were significantly different between the sexes.
GalNAc O-glycosylation	altered level	MUC1		Mucin-1				response	cancer	Neoplasms	immunotherapy	mice	dendritic cells	Cell Line	23189185	Aberrant glycosylation of mucins and other extracellular proteins is an important event in carcinogenesis and the resulting cancer associated glycans have been suggested as targets in cancer immunotherapy.
Lewis X	altered level	CD11b/CD18		CD11b Antigen|CD18 Antigens				response	inflammatory bowel disease			human	neutrophils	Neutrophils	31907993	Previous studies have demonstrated that targeting of the N-linked glycan Lewis X on CD11b blocks PMN transepithelial migration (TEpM).
high Mannose oligosaccharides	altered level	CD11b/CD18		CD11b Antigen|CD18 Antigens				response	chronic inflammatory diseases			human	neutrophils	Neutrophils	31907993	Unusual glycan epitopes identified on CD11b/CD18 included high Mannose oligosaccharides recognized by the Galanthus Nivalis lectin and biantennary galactosylated N-glycans recognized by the Phaseolus Vulgaris erythroagglutinin lectin.
biantennary galactosylated N-glycans	altered level	CD11b/CD18		CD11b Antigen|CD18 Antigens				response	chronic inflammatory diseases			human	neutrophils	Neutrophils	31907993	Unusual glycan epitopes identified on CD11b/CD18 included high Mannose oligosaccharides recognized by the Galanthus Nivalis lectin and biantennary galactosylated N-glycans recognized by the Phaseolus Vulgaris erythroagglutinin lectin.
Lewis X	unaltered level	lactadherin		Milk Proteins					oviduct binding			Swine	spermatozoa	Spermatozoa	28296340	A second sulfated Lewis X-binding protein identified was the peripheral membrane protein lactadherin (also known as P47, SED1 and MFG-E8 in different species).
N-linked high-mannose oligosaccharides	unaltered level	pre-integrin beta 1		Integrin beta1									cytosol		12140560	Pre-integrin beta 1 is a target of Fbx2; these two proteins interact in the cytosol after inhibition of the proteasome.
Globo H	increased level							diagnostic	breast cancer	Breast Neoplasms		Humans	plasma		18689688	It was shown that the amount of antibodies against Globo H from breast cancer patients were significantly higher than normal blood donors, providing a new tool for possible breast cancer diagnosis.
N-glycans	increased level	fetuin		alpha-Fetoproteins								bovine			9821266	Using this method, it was found that 92.8% of N-glycans in bovine fetuin is sialylated and that the ratio of alpha-(2-->6) versus alpha-(2-->3) sialyl linkages was 31:19.
sialyl-Tn antigen	acquisition of structure	mucin		Mucins					carcinoma			Trypanosoma cruzi	epimastigotes		14652017	We report that the mucin-type carcinoma-associated sialyl-Tn antigen (NeuAc-GalNAc-O-Ser/Thr) is expressed by T. cruzi.
Lewis(x) (Le(x))	undetermined	CEACAM1		CD66 antigens	Fucosyltransferase IX		FUT9 protein, human		colorectal carcinomas	Colorectal Neoplasms		human	malignant tumours	Colorectal Neoplasms|Skin Neoplasms	20034698	Le(x)-carrying CEACAMs may modulate the immune response in normal tissues such as the human placenta or in malignant tumours, for example in colorectal, pancreatic or lung carcinomas.
Lewis(x) (Le(x))	undetermined	CEACAM1		CD66 antigens	Fucosyltransferase IX		FUT9 protein, human		pancreatic carcinomas			human	malignant tumours	Colorectal Neoplasms|Skin Neoplasms	20034698	Le(x)-carrying CEACAMs may modulate the immune response in normal tissues such as the human placenta or in malignant tumours, for example in colorectal, pancreatic or lung carcinomas.
Lewis(x) (Le(x))	undetermined	CEACAM1		CD66 antigens	Fucosyltransferase IX		FUT9 protein, human		lung carcinomas			human	malignant tumours	Colorectal Neoplasms|Skin Neoplasms	20034698	Le(x)-carrying CEACAMs may modulate the immune response in normal tissues such as the human placenta or in malignant tumours, for example in colorectal, pancreatic or lung carcinomas.
Lewis(x) (Le(x))	undetermined	CEA		Carcinoembryonic Antigen	Fucosyltransferase IX		FUT9 protein, human		colorectal carcinomas	Colorectal Neoplasms		human	malignant tumours	Colorectal Neoplasms|Skin Neoplasms	20034698	Le(x)-carrying CEACAMs may modulate the immune response in normal tissues such as the human placenta or in malignant tumours, for example in colorectal, pancreatic or lung carcinomas.
Lewis(x) (Le(x))	undetermined	CEA		Carcinoembryonic Antigen	Fucosyltransferase IX		FUT9 protein, human		pancreatic carcinomas			human	malignant tumours	Colorectal Neoplasms|Skin Neoplasms	20034698	Le(x)-carrying CEACAMs may modulate the immune response in normal tissues such as the human placenta or in malignant tumours, for example in colorectal, pancreatic or lung carcinomas.
Lewis(x) (Le(x))	undetermined	CEA		Carcinoembryonic Antigen	Fucosyltransferase IX		FUT9 protein, human		lung carcinomas			human	malignant tumours	Colorectal Neoplasms|Skin Neoplasms	20034698	Le(x)-carrying CEACAMs may modulate the immune response in normal tissues such as the human placenta or in malignant tumours, for example in colorectal, pancreatic or lung carcinomas.
sialic acid	altered level	CD8		CD8 Antigens					T cell activation	Lymphocyte Activation		Mice	T cells	CD8-Positive T-Lymphocytes	16263755	Finally, we show that enzymatic desialylation restores much of the multimer binding on activated T cells, suggesting that altered glycosylation may inhibit TCR/CD8 binding to peptide/MHC ligands.
gp93/SIRPalpha	decreased level	SIRPalpha		Sirpa protein, rat					differential glycosylation	Glycosylation		rat	brain	Brain Chemistry	12807424	Together with our previous results, the data also demonstrate that, in rat brain, gp93/SIRPalpha heterogeneity is the result of differential glycosylation (plus phosphorylation), rather than sequence heterogeneity.
glycosylated FAP	acquisition of structure	fibroblast activation protein		fibroblast activation protein alpha								Humans	insect cells	Animals	11858723	Two isoforms of FAP, glycosylated and nonglycosylated, were identified by Western blotting using an anti-His-tag antibody and separated by lectin chromatography.
alpha3-fucosylation	increased level	alpha1-acid glycoprotein		Orosomucoid				diagnostic	Type I diabetes	Diabetes Mellitus, Type 1		Humans	blood		11602810	The glycosylation of AGP, studied by crossed affinity immunoelectrophoresis (CAIE) and high pH anion exchange chromatography with pulse amperometric detection (HPAEC-PAD), showed an increase in alpha3-fucosylation.
alpha3-fucosylation	increased level	alpha1-acid glycoprotein		Orosomucoid				diagnostic	vascular complications in Type I diabetes	Diabetic Angiopathies		Humans	blood		11602810	Therefore, the increased alpha3-fucosylation of AGP can be used as an additional marker for the development of vascular complications in Type I diabetic patients.
O-glycosidic linkages	altered level	MUC1		Mucin-1					breast cancer			Humans	breast		7985536	Molecular analysis of a protein highly expressed in human breast cancer, indicates the presence of a polymorphic tandem repeat domain that encodes a conserved 20 amino acid repeat motif rich in serine and threonine residues that in the mature protein, designated MUC1, are linked via O-glycosidic linkages to sugar residues.
membrane glycoproteins	altered level								abnormal biosynthesis			pig	enterocyte		1684104	The abnormal biosynthesis of membrane glycoproteins affected both the morphology and the function of the Golgi complex as well as the microvillar membrane.
membrane glycoproteins	altered level								defective glycosylation			pig	enterocyte		1684104	The microvilli of the brush-border membrane were markedly shortened (by about 40%) in the presence of fructose, and incorporation of newly made actin into the microvillar cytoskeleton was similarly decreased.
N-glycosylated form of synaptophysin	loss of structure	synaptophysin		Synaptophysin									nonneuroendocrine cells		2478297	A non-N-glycosylated form of SY generated by site-directed mutagenesis showed the same behavior and specific distribution in small vesicles.
glycosylation	altered level				GLT8D2		GLT8D2 protein, human	prognostic|predictive	gastric cancer	Stomach Neoplasms	immunotherapy	Humans	Tumor Infiltrating Lymphocytes	Lymphocytes, Tumor-Infiltrating	38840920	Finally, we employed immunohistochemistry and Multiplex Immunohistochemical to discover that GLT8D2 serves as a valuable prognostic biomarker in GC and is closely associated with macrophage-related markers.
sialyl Lewis-X	acquisition of structure	CAR T-cells		Receptors, Chimeric Antigen				response	hematologic malignancies		CAR T-cell immunotherapy	human	CAR T-cells	T-Lymphocytes	31628196	Importantly, following intravascular administration into mice, fucosylated human CAR-T cells infiltrate marrow with 10-fold higher efficiency than do unfucosylated cells.
sialyl Lewis-X	acquisition of structure	CAR T-cells		Receptors, Chimeric Antigen				response	non-hematologic malignancies		CAR T-cell immunotherapy	human	CAR T-cells	T-Lymphocytes	31628196	Importantly, following intravascular administration into mice, fucosylated human CAR-T cells infiltrate marrow with 10-fold higher efficiency than do unfucosylated cells.
Tn antigen	decreased level							response	leukemia	Leukemia		Humans	Jurkat cells	Jurkat Cells	30626136	Finally, upon treatment of Jurkat cells with benzyl-GalNAc, an O-glycosylation inhibitor, a decrease in Tn antigen expression associating with a reduced Morniga-G toxicity, was observed.
sialyl Lewis x	decreased level	epidermal growth factor receptor		ErbB Receptors	alpha-1,3-fucosyltransferase	FucT-IV	Fucosyltransferases	diagnostic	asthma			human	airway epithelium		20447077	An immunohistochemical analysis of human normal and asthmatic airways showed a significant reduction in sLe(x) and tyrosine-phosphorylated EGFR (pY(845)-EGFR) in the epithelium of asthmatic subjects compared with that of normal subjects.
MGAT5	altered level				N-Acetylglucosaminyltransferases		N-Acetylglucosaminyltransferases		Multiple Sclerosis	Multiple Sclerosis		Humans	central nervous system		20117844	Two markers within MGAT5, a gene coding for a glycosylation enzyme, were found to be significantly associated with outcome in the screening as well as in an independent population (combined p-values: 2.8 x 10(-6) and 1.5 x 10(-7)).
EMMPRIN	increased level	EMMPRIN		Basigin				diagnostic|prognostic	prostate cancer	Prostatic Neoplasms		human	prostate cancer tissues and cells	Prostatic Neoplasms|Cell Line, Tumor	18273614	We investigated EMMPRIN expression in human prostate cancer (CaP) tissues and cells, and evaluated whether EMMPRIN expression is related to tumor progression and matrix metalloproteinase (MMPs) expression in human CaP.
sLex glycopolymers	altered level	L-Selectin		L-Selectin					inflammatory cell recruitment						16028900	An L-selectin antagonist was identified that exhibits 103-fold greater activity than other multivalent sLex glycopolymers and 20-50 times greater potency than other linear heparinoids.
GM3	increased level	alpha 5 beta 1 integrin receptor		Receptors, Fibronectin					Mammary Neoplasms, Experimental	Mammary Neoplasms, Experimental		Mouse	FUA169 cells	Tumor Cells, Cultured	8420989	Several lines of evidence indicate that adhesion of FUA169 cells to FN requires the presence of GM3, which supports the function of integrin receptor.
Lactosylceramide	decreased level	alpha 5 beta 1 integrin receptor		Receptors, Fibronectin					Mammary Neoplasms, Experimental	Mammary Neoplasms, Experimental		Mouse	FUA169 cells	Tumor Cells, Cultured	8420989	Mouse mammary carcinoma mutant cell line FUA169, characterized by high GM3 ganglioside content, was established from parent cell line FM3A/F28-7, which has high lactosyl ceramide (LacCer) content but no GM3.
fucosylated triantennary glycans	decreased ratio	plasma proteins						diagnostic	HNF1A-MODY			human	plasma		23274891	The DG9-glycan index, which is the ratio of fucosylated to nonfucosylated triantennary glycans, provided optimum discrimination in the pilot study and was examined further among additional subjects with HNF1A-MODY (n = 188), glucokinase (GCK)-MODY (n = 118), hepatocyte nuclear factor 4-α (HNF4A)-MODY (n = 40), type 1 diabetes (n = 98), type 2 diabetes (n = 167), and nondiabetic controls (n = 98).
fucosylated triantennary glycans	decreased ratio	plasma proteins						diagnostic	type 1 diabetes	Diabetes Mellitus, Type 1		human	plasma		23274891	The DG9-glycan index was markedly lower in HNF1A-MODY than in controls or other diabetes subtypes, offered good discrimination between HNF1A-MODY and both type 1 and type 2 diabetes (C statistic ≥ 0.90), and enabled us to detect three previously undetected HNF1A mutations in patients with diabetes.
fucosylated triantennary glycans	decreased ratio	plasma proteins						diagnostic	type 2 diabetes	Diabetes Mellitus, Type 2		human	plasma		23274891	The DG9-glycan index was markedly lower in HNF1A-MODY than in controls or other diabetes subtypes, offered good discrimination between HNF1A-MODY and both type 1 and type 2 diabetes (C statistic ≥ 0.90), and enabled us to detect three previously undetected HNF1A mutations in patients with diabetes.
alpha2,3-linked sialic acid residues	increased level				ST-Siase(2,3)		Neuraminidase		immune senescence			mouse	T cells	CD4-Positive T-Lymphocytes|CD8-Positive T-Lymphocytes	16805789	Parallel lectin-binding experiments showed that removal of alpha2,3-linked sialic acid residues vulnerable to PNGase F and ST-Siase(2,3) was also greater in old than in young T cells.
N-linked glycans	increased level				PNGase F		Peptide-N4-(N-acetyl-beta-glucosaminyl) Asparagine Amidase		immune senescence			mouse	T cells	CD4-Positive T-Lymphocytes|CD8-Positive T-Lymphocytes	16805789	Parallel lectin-binding experiments showed that removal of alpha2,3-linked sialic acid residues vulnerable to PNGase F and ST-Siase(2,3) was also greater in old than in young T cells.
fully glycosylated forms of MUC1	increased level	Mucin-1		MUC1 protein, human|Mucin-1					multiple myeloma	Multiple Myeloma		Humans	plasma cells		17010104	Seventy-three per cent of the MM patients had plasma cells that expressed the fully glycosylated forms of MUC1.
differentiation-dependent and cancer-associated glycoforms of MUC1	increased level	Mucin-1		MUC1 protein, human|Mucin-1					multiple myeloma	Multiple Myeloma		Humans	tumour cells		17010104	In contrast to controls, normal bone marrow cells and AML cells, the differentiation-dependent and cancer-associated glycoforms of MUC1 were present on 59% and 36% MM tumour cells respectively.
poly-N-acetyllactosaminyl side chains with branched galactose residues	increased level	lamp-1|lamp-2		Lysosomal Membrane Proteins|Lysosomal Membrane Proteins				risk	highly metastatic colon carcinoma	Colonic Neoplasms		human	colon carcinoma cells	Colonic Neoplasms	1544942	First, the highly metastatic carcinoma cells express more poly-N-acetyllactosaminyl side chains with branched galactose residues than cells with low metastatic potential.
sialylation	increased level	lamp-1|lamp-2		Lysosomal Membrane Proteins|Lysosomal Membrane Proteins	sialyltransferase		Hexosyltransferases	risk	highly metastatic colon carcinoma	Colonic Neoplasms		human	colon carcinoma cells	Colonic Neoplasms	1544942	Second, sialylation is more significant in the highly metastatic carcinoma cells than in the poorly metastatic ones.
N-acetyllactosamine units	decreased level	lamp-1|lamp-2		Lysosomal Membrane Proteins|Lysosomal Membrane Proteins	alpha 1----3 fucosyltransferase		Hexosyltransferases	risk	highly metastatic colon carcinoma	Colonic Neoplasms		human	colon carcinoma cells	Colonic Neoplasms	1544942	Conversely, N-acetyllactosamine units are less fucosylated in the highly metastatic cells than in poorly metastatic cells.
sialyl Lex structures	increased level	lamp-1|lamp-2		Lysosomal Membrane Proteins|Lysosomal Membrane Proteins	sialyltransferase		Hexosyltransferases	risk	highly metastatic colon carcinoma	Colonic Neoplasms		human	colon carcinoma cells	Colonic Neoplasms	1544942	The results also suggest that highly metastatic carcinoma cells express more sialyl Lex structures at the termini of poly-N-acetyllactosaminyl side chains than poorly metastatic carcinoma cells.
Asn-linked core oligosaccharide	acquisition of structure	Kex2 protein		KEX2 protein, S cerevisiae								Saccharomyces cerevisiae		Saccharomyces cerevisiae	1918142	Kex2 protein is initially synthesized as a prepro-enzyme that undergoes cotranslational signal peptide cleavage and addition of Asn-linked core oligosaccharide and Ser/Thr-linked mannose in the ER.
Ser/Thr-linked mannose	acquisition of structure	Kex2 protein		KEX2 protein, S cerevisiae								Saccharomyces cerevisiae		Saccharomyces cerevisiae	1918142	Kex2 protein is initially synthesized as a prepro-enzyme that undergoes cotranslational signal peptide cleavage and addition of Asn-linked core oligosaccharide and Ser/Thr-linked mannose in the ER.
sialic acid	loss of structure	leukosialin		Leukosialin|SPN protein, human|Sialoglycoproteins|Spn protein, rat	neuraminidase				T lymphocyte antigenicity			rat	T lymphocytes	T-Lymphocytes	1706994	The antigenicity of rat leukosialin has been studied using nine monoclonal antibodies (MAbs) whose binding is differentially affected by the cell type on which leukosialin is expressed and by the removal of sialic acid.
asparagine-linked oligosaccharides	loss of structure	human chorionic gonadotropin alpha subunit		Glycoprotein Hormones, alpha Subunit								Chinese hamster	ovary cells	Cell Line	2452167	Loss of the oligosaccharide at position 78 causes the mutant subunit to be degraded quickly and less than 20% is secreted.
asparagine-linked oligosaccharides	loss of structure	human chorionic gonadotropin alpha subunit		Glycoprotein Hormones, alpha Subunit								Chinese hamster	ovary cells	Cell Line	2452167	Absence of carbohydrate at asparagine 52 does not perturb the stability or transport of the alpha subunit but does affect dimer secretion; under conditions where this mutant or hCG beta was in excess, less than 30% is secreted in the form of a dimer.
fucosylation	unaltered level	Antibodies		Antibodies, Monoclonal				predictive	tumor		immunotherapies	Humans	NK cells	Killer Cells, Natural	31748349	We demonstrate that the magnitude of NK cell-mediated ADCC responses is predominantly influenced by Ag density and Ab fucosylation.
sialic acid	unaltered level	target cell membrane						predictive	tumor		immunotherapies	Humans	NK cells	Killer Cells, Natural	31748349	In addition, we identified the sialic acid content of the target cell membrane as an important inhibitory factor for ADCC.
Oligosaccharides	undetermined			Oligosaccharides					Neoplasm Metastasis	Neoplasm Metastasis					18684055	
Oligosaccharides	undetermined			Oligosaccharides	N-Acetylglucosaminyltransferases		N-Acetylglucosaminyltransferases		Neoplasm Metastasis	Neoplasm Metastasis					18684055	
beta-amyloid precursor protein	decreased level			Amyloid beta-Protein Precursor					Alzheimer's disease		melatonin	mammals	PC12 cells	Cell Line	10231726	In PC12 cells, levels of the fully matured beta APP forms of the post-Golgi compartment were more drastically decreased than the unglycosylated beta APP of the endoplasmic-reticulum (ER) forms.
